iter	Logloss
0	0.6336295035
1	0.5744086343
2	0.5229518135
3	0.4789599234
4	0.4409455366
5	0.4078524224
6	0.3784846876
7	0.3521828558
8	0.3273310017
9	0.30324733
10	0.2908031952
11	0.2783977081
12	0.267823144
13	0.2588122996
14	0.2463539173
15	0.238474893
16	0.2302461194
17	0.222789571
18	0.2168653072
19	0.209175927
20	0.2042779582
21	0.1977991567
22	0.1925711741
23	0.1881983475
24	0.1848249899
25	0.1813168177
26	0.1761250713
27	0.1713889818
28	0.168737837
29	0.1656859301
30	0.1626911283
31	0.1584338831
32	0.1554697484
33	0.153193837
34	0.1506820212
35	0.1488185409
36	0.1462339596
37	0.144232665
38	0.1412154718
39	0.1390151548
40	0.1375932398
41	0.1362690239
42	0.1348473399
43	0.1332265425
44	0.1311936587
45	0.1291552796
46	0.1271963246
47	0.1256238349
48	0.1237114271
49	0.1227823028
50	0.1213600897
51	0.1197570957
52	0.1184913486
53	0.1169024998
54	0.1156774355
55	0.1137664666
56	0.1125682599
57	0.1111651487
58	0.1096593126
59	0.1082147868
60	0.1073280093
61	0.1063945865
62	0.1057280854
63	0.1050188516
64	0.1037166721
65	0.1027921978
66	0.101546623
67	0.100467481
68	0.09997863568
69	0.0994253045
70	0.09843595015
71	0.09767199307
72	0.0969093922
73	0.09617792135
74	0.09533829874
75	0.09501775047
76	0.09428041494
77	0.09363236621
78	0.09305433108
79	0.09235327076
80	0.09190468641
81	0.09121312864
82	0.09010716578
83	0.08972722075
84	0.0893518283
85	0.08862380325
86	0.08775791462
87	0.08740139996
88	0.08693787871
89	0.08631054039
90	0.0855956205
91	0.08468075526
92	0.08406885238
93	0.08370827026
94	0.08299427247
95	0.08245557902
96	0.08159659868
97	0.0811549058
98	0.08085233139
99	0.08052144761
100	0.07992381032
101	0.07941174726
102	0.07906157798
103	0.07864383886
104	0.07811461588
105	0.07769483166
106	0.07735649425
107	0.0769132546
108	0.07667465588
109	0.07634406636
110	0.07592421528
111	0.07552323568
112	0.07496366349
113	0.07451737856
114	0.07407837343
115	0.07377336719
116	0.07329473924
117	0.0729141195
118	0.07232130108
119	0.07204287014
120	0.07136016666
121	0.0708875604
122	0.07043821454
123	0.07000130438
124	0.06974996293
125	0.06936932367
126	0.0688546819
127	0.06853084985
128	0.06811018411
129	0.06767497197
130	0.0673378957
131	0.06717807099
132	0.06669112522
133	0.06634681565
134	0.06589896708
135	0.06553113927
136	0.06519302977
137	0.06509730879
138	0.06480940015
139	0.06454697395
140	0.0642599396
141	0.06384536299
142	0.06340561838
143	0.06313126503
144	0.06291277598
145	0.06269746079
146	0.06237579721
147	0.06213830152
148	0.06175108898
149	0.06160524728
150	0.0613977254
151	0.06113975792
152	0.06081530867
153	0.06045970328
154	0.06020592087
155	0.05996256261
156	0.05977634206
157	0.05953282772
158	0.0591773425
159	0.05887333468
160	0.05853521803
161	0.05837229934
162	0.05805945447
163	0.05787160687
164	0.05759999546
165	0.0573355139
166	0.05713921855
167	0.05696831986
168	0.05677193973
169	0.05643007019
170	0.05628365369
171	0.05607951171
172	0.05584054851
173	0.05566182179
174	0.05551100467
175	0.05532143768
176	0.05508790193
177	0.05465369586
178	0.05433941442
179	0.05401720563
180	0.05379118146
181	0.05363599628
