iter	Logloss
182	0.05348668048
183	0.05323013351
184	0.05291347302
185	0.05270718864
186	0.05237671601
187	0.05223824805
188	0.05207058816
189	0.05182954992
190	0.05159256429
191	0.05149281239
192	0.05128754678
193	0.05114526572
194	0.05082339643
195	0.05051988428
196	0.05034970892
197	0.05022564666
198	0.04998643722
199	0.04960444339
200	0.0492844035
201	0.04918766291
202	0.04905809313
203	0.04893391364
204	0.04872527526
205	0.0484824771
206	0.04836949091
207	0.04824718933
208	0.04807928883
209	0.04787240247
210	0.04765425292
211	0.04754959137
212	0.04728398996
213	0.04714608403
214	0.04694122284
215	0.04670747626
216	0.04654817035
217	0.04643076589
218	0.04626588451
219	0.04615485193
220	0.04601564248
221	0.04591888339
222	0.04576076561
223	0.04567207735
224	0.04553171045
225	0.04543060693
226	0.04532119475
227	0.04500703198
228	0.04489507171
229	0.04480741272
230	0.04466276985
231	0.04463703637
232	0.04452239546
233	0.04445285797
234	0.04436476058
235	0.04421445478
236	0.04408701883
237	0.04387832504
238	0.043695744
239	0.04360924886
240	0.04342769761
241	0.04338267308
242	0.04326219197
243	0.04304028701
244	0.04292794519
245	0.04281895905
246	0.04259726989
247	0.04236844995
248	0.04226307415
249	0.0421881272
250	0.04206024553
251	0.0418890192
252	0.04181446407
253	0.04167367785
254	0.04145737048
255	0.0413309961
256	0.04123873534
257	0.04103790843
258	0.04095649282
259	0.04088326543
260	0.04076895781
261	0.04056036275
262	0.04037234535
263	0.0402016987
264	0.04000777231
265	0.03975797911
266	0.03968662972
267	0.03956463198
268	0.03937121724
269	0.03930476515
270	0.03913883717
271	0.03899065897
272	0.0387687509
273	0.03866432407
274	0.03855577196
275	0.03845725682
276	0.03830845856
277	0.03812334542
278	0.03806151822
279	0.03789188008
280	0.03778658191
281	0.03766663937
282	0.03756996496
283	0.03741367389
284	0.03732155845
285	0.0372709937
286	0.03718391634
287	0.03715144818
288	0.03706706491
289	0.03696969081
290	0.03671283739
291	0.03667373203
292	0.03654911177
293	0.03647218205
294	0.03630424698
295	0.03621090682
296	0.03611228874
297	0.03595756147
298	0.0358141318
299	0.03566504685
300	0.03558231653
301	0.03546578998
302	0.0354421238
303	0.03530990375
304	0.035206979
305	0.03514949144
306	0.03503332247
307	0.03497185245
308	0.03488204441
309	0.03478612101
310	0.03466990932
311	0.03448295173
312	0.03437360304
313	0.0342857503
314	0.03421689737
315	0.034161785
316	0.03389832322
317	0.03377043154
318	0.03368826619
319	0.0335183411
320	0.03330599787
321	0.03321707858
322	0.03312407272
323	0.03307632769
324	0.03297536529
325	0.03292467312
326	0.03276537049
327	0.03264357291
328	0.03255271323
329	0.03249815532
330	0.03246857367
331	0.03234683429
332	0.03220835859
333	0.03211897786
334	0.03200231044
335	0.03195180187
336	0.03186834157
337	0.03176463983
338	0.03168575978
339	0.03163519166
340	0.03159414675
341	0.0314985578
342	0.03141522584
343	0.03133836987
344	0.03126793715
345	0.0312118537
346	0.03111439786
347	0.03106878935
348	0.03090777927
349	0.0307990884
350	0.03073992292
351	0.03069901441
352	0.03056506085
353	0.0304729058
354	0.03031851627
355	0.03021945861
356	0.0301406418
357	0.03009082258
358	0.0300145103
359	0.02992452272
360	0.02988484558
361	0.0298538425
362	0.02974828984
363	0.02967460673
364	0.02955971025
365	0.02947044179
366	0.0293669286
367	0.02923487086
368	0.0291848535
369	0.0290886001
370	0.02897028957
371	0.02884000151
372	0.02879966218
373	0.02867112656
374	0.02853629812
375	0.02849585484
376	0.02843838957
377	0.02840357525
378	0.02835880882
379	0.02826643234
380	0.02819311278
381	0.02807942715
382	0.02806081234
383	0.02802117304
384	0.02792592377
385	0.02779699322
386	0.02772392125
387	0.02763194743
388	0.02752118405
389	0.0274895092
390	0.02739938193
391	0.02731721876
392	0.02726543122
393	0.02716754639
394	0.02706123046
395	0.02695549876
396	0.02690859413
397	0.02678231562
398	0.02667673942
399	0.02655642617
400	0.02647670808
401	0.02637586215
402	0.02627866415
403	0.02621393044
404	0.0261482682
405	0.02610209362
406	0.02605641254
407	0.02594775952
408	0.02588498496
409	0.02580431841
410	0.02574315416
411	0.02567641041
412	0.0255975619
413	0.02555966991
414	0.02547417831
415	0.02534033685
416	0.02525882469
417	0.02521828192
418	0.02511333763
419	0.025041687
420	0.02499815085
421	0.02486260412
422	0.02481708787
423	0.02476211864
424	0.02467751301
425	0.02460951116
426	0.02455127117
427	0.02450129115
428	0.02442107386
429	0.02436460995
430	0.02428814402
431	0.02423736372
432	0.02418003671
433	0.02409463206
434	0.02401424354
435	0.02394623857
436	0.02382195614
437	0.02375640465
438	0.02372753481
439	0.02366712325
440	0.02358731046
441	0.02350256851
442	0.02346881962
443	0.02342451607
444	0.02337066812
445	0.0233359167
446	0.02328786202
447	0.02327648622
448	0.02319330471
449	0.02311602026
450	0.02305961925
451	0.02303022455
452	0.02298316241
453	0.02296189993
454	0.02293973802
455	0.02288432222
456	0.0228380506
457	0.0227293007
458	0.02266467488
459	0.0226263936
460	0.02253492354
461	0.02246757605
462	0.02244197679
463	0.02240599089
464	0.02236970257
465	0.02227659991
466	0.02224894218
467	0.02223430277
468	0.02220324251
469	0.02212270017
470	0.02201793795
471	0.02193453097
472	0.02187907448
473	0.02181557785
474	0.02177588868
475	0.02174593465
476	0.02172299844
477	0.02171047899
478	0.02160758552
479	0.02156342157
480	0.02149555208
481	0.02145465467
482	0.02141679036
483	0.02138434575
484	0.02131679987
485	0.02128112051
486	0.02126862393
487	0.02121090561
488	0.02118754816
489	0.02108853053
490	0.02102982842
491	0.0210017248
492	0.02096815706
493	0.02090199553
494	0.02085547893
495	0.0207967844
496	0.02071142836
497	0.02064076084
498	0.02061598406
499	0.02059928215
500	0.02056172142
501	0.02052377864
502	0.0204725189
503	0.02044431528
504	0.0204183703
505	0.02036393139
506	0.02035385011
507	0.02033251774
508	0.02023105504
509	0.02017088281
510	0.02014022681
511	0.02008918917
512	0.0200212466
513	0.01999281853
514	0.01992406702
515	0.01990099601
516	0.01981904545
517	0.01977155675
518	0.01969397148
519	0.01961703948
520	0.01958210304
521	0.01956707788
522	0.01953357364
523	0.01950837334
524	0.01944332468
525	0.01944333822
526	0.01937530684
527	0.01935478485
528	0.01933247442
529	0.01930297939
530	0.01929140755
531	0.01923781106
532	0.01915291613
533	0.01913529687
534	0.01907176332
535	0.0190401227
536	0.01898534033
537	0.01891201522
538	0.01886018529
539	0.01883287421
540	0.01877794569
541	0.01873689312
542	0.01869482296
543	0.0186302852
544	0.01856806644
545	0.01851518083
546	0.01850375944
547	0.01846326571
548	0.01843617337
549	0.01839273266
550	0.01836610538
551	0.01833613487
552	0.01830751724
553	0.01827919689
554	0.018251448
555	0.01821470521
556	0.01818846824
557	0.01815013515
558	0.01813593029
559	0.0180855598
560	0.01805007041
561	0.01803313799
562	0.01798317453
563	0.01795310024
564	0.01789969364
565	0.01786105158
566	0.01778437482
567	0.01778375829
568	0.01776535078
569	0.01773146986
570	0.01771124238
571	0.01766634299
572	0.01764322589
573	0.01762679309
574	0.0176043502
575	0.01755973044
576	0.0175147948
577	0.0174921606
578	0.01743851364
579	0.01741455749
580	0.01736999071
581	0.01733458021
582	0.01729106071
583	0.01725765906
584	0.01723959097
585	0.01721180734
586	0.01716797667
587	0.01707150604
588	0.01706155932
589	0.01704057571
590	0.01704015446
591	0.0170124313
592	0.01698052433
593	0.01693916548
594	0.01692394857
595	0.01687956714
596	0.01686297026
597	0.01683600508
598	0.01680193889
599	0.01676339725
600	0.01673264882
601	0.01669274234
602	0.01667631047
603	0.01664112619
604	0.01661145767
605	0.01658800292
606	0.01657334223
607	0.01652100275
608	0.01649349657
609	0.01643471743
610	0.0164200221
611	0.01637131937
612	0.01633103024
613	0.01631444918
614	0.01628254642
615	0.01626075891
616	0.01624705283
617	0.01622888626
618	0.01620670542
619	0.01619593025
620	0.01617823227
621	0.01617817038
622	0.01615231571
623	0.01609284428
624	0.01606971171
625	0.01601533377
626	0.01599850798
627	0.01596068907
628	0.01591816983
629	0.0158712488
630	0.01582116206
631	0.01578744942
632	0.01575488826
633	0.01572361135
634	0.01572336083
635	0.01569461957
636	0.01566923148
637	0.01565422036
638	0.01565417579
639	0.01564621026
640	0.01562692156
